address_street,city,state,county,violation_type,violation_subtype,status,date_opened,latitude,longitude
1854 KNOX ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - Duplicate Complaint,2026-04-29T00:00:00.000,39.1296799307816,-84.5571601106564
898 WALNUT ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-29T00:00:00.000,39.1054002309501,-84.5122163604149
2175 KARLA DR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-29T00:00:00.000,39.1359529495698,-84.5719466162869
2533 WARSAW AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-29T00:00:00.000,39.1095169579172,-84.5572648538521
5552 COLERAIN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-29T00:00:00.000,39.1928303350938,-84.5717888180484
2 HELEN ST,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Intake - New Case,2026-04-29T00:00:00.000,39.1240821199242,-84.5070743892863
442 DAYTON ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-29T00:00:00.000,39.118400149167,-84.5253753485373
156 WARNER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.124820797687,-84.5184662797087
7 FAIRBANKS AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-04-29T00:00:00.000,39.1054288893914,-84.5686082805924
2 WORTH ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Intake - New Case,2026-04-29T00:00:00.000,39.1153375452744,-84.4429495007148
1118 BROADWAY,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-29T00:00:00.000,39.1092864731402,-84.5080904245383
2348 WHEELER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.1263293941759,-84.5204664634622
23 HARRISON AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-29T00:00:00.000,39.1378415523866,-84.5778281151494
214 BOSLEY ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.124962157123,-84.5265762606083
1 WARNER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-29T00:00:00.000,39.124863377162,-84.5190175327852
218 BOSLEY ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-29T00:00:00.000,39.1254819951025,-84.5188202157438
2235 SCHOEDINGER AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Orders Issued,2026-04-29T00:00:00.000,39.1222940373353,-84.5643163954876
31 BRITTON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-04-29T00:00:00.000,39.1516515934486,-84.3735383785318
43 STEWART AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-29T00:00:00.000,39.157469640199,-84.3979334847137
3321 HILDRETH AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-29T00:00:00.000,39.1456717908337,-84.612613083422
39 STANDISH AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-29T00:00:00.000,39.1845400859882,-84.4072712778281
2323 OHIO AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Intake - New Case,2026-04-29T00:00:00.000,39.1242645066594,-84.516976524857
55 PARKER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.1234406785087,-84.5172878444673
726 STEINER AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-29T00:00:00.000,39.0919328570003,-84.5700088267184
2317 MOERLEIN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.1255258136146,-84.5180387300574
2827 GLENDORA AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-29T00:00:00.000,39.132703363927,-84.5102155029579
79 CAPRI DR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-29T00:00:00.000,39.1994302657689,-84.5323212325781
1945 STATE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.1199157682146,-84.5452575808797
13 CORVALLIS AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-04-29T00:00:00.000,39.1959419146005,-84.4644242962206
13 QUEBEC RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-29T00:00:00.000,39.1168055863183,-84.5748410312905
133 LYON ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Intake - New Case,2026-04-29T00:00:00.000,39.1267107209457,-84.5168633396149
17 LOCKER CT,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-29T00:00:00.000,39.2028447053765,-84.5598463862838
265 W NORTH BEND RD,Cincinnati,OH,Hamilton,Code Enforcement - Barricading Buildings,BARRICADE RESIDENTIAL,Notice of Intent Issued to Owner,2026-04-29T00:00:00.000,39.1983284445289,-84.4850785348396
68 CLEPHANE AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-29T00:00:00.000,39.1563994505694,-84.3906524284138
2759 POWELL DR,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-29T00:00:00.000,39.142211245117,-84.5917151805494
6523 RAINBOW LN,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-29T00:00:00.000,39.0982184266516,-84.3763869420507
1243 DEWEY AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,"Recycling, remove cart vacant",Intake - New Case,2026-04-29T00:00:00.000,39.1159226859904,-84.5822642483397
1273 QUEBEC RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.1164837361456,-84.5751770323036
211 LYON ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Intake - New Case,2026-04-29T00:00:00.000,39.1267663727103,-84.5179262417334
2351 OHIO AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Intake - New Case,2026-04-29T00:00:00.000,39.1265204099951,-84.5153311579972
2468 SCULLY ST,Cincinnati,OH,Hamilton,Abandoned Vehicle Code Enforcement,JUNK VEH ON PRIVATE PROP,Closed - No Violation,2026-04-29T00:00:00.000,39.1291658708973,-84.5595075520562
4 ATKINSON ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.1249643475385,-84.526608056393
3151 GOBEL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-29T00:00:00.000,39.1448979108993,-84.5829813824035
9 YORK ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,"Recycling, remove cart vacant",Intake - New Case,2026-04-29T00:00:00.000,39.1169876124365,-84.5273124486712
1324 APJONES ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-29T00:00:00.000,39.1652835090509,-84.5339762044006
1725 WEST FORK RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-29T00:00:00.000,39.1630075229645,-84.5585271645711
1788 BALTIMORE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-29T00:00:00.000,39.1344810583568,-84.5545006530016
1636 SUMMIT RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-29T00:00:00.000,39.2026453416249,-84.4582653700795
51 BELDEN CIR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Case Voided,2026-04-29T00:00:00.000,39.1391226795927,-84.6152658191493
2131 STAEBLER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-04-29T00:00:00.000,39.1035869860938,-84.5520298078221
673 HAWTHORNE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-29T00:00:00.000,39.1031671758983,-84.5628351299797
2466 FAIRVIEW AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.1275720860641,-84.5262107290715
114 LYON ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.1269998840919,-84.5158702648728
2366 FAIRVIEW AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.1262419769816,-84.5279882505455
118 LYON ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Intake - New Case,2026-04-29T00:00:00.000,39.1249646556232,-84.5265904360154
91 MCHENRY AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-29T00:00:00.000,39.1436161381767,-84.5795717511606
25 HARRISON AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-04-29T00:00:00.000,39.1424719276245,-84.5839499054226
798 DELHI AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-29T00:00:00.000,39.0935537081641,-84.5732072562525
3722 MEAD AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,"Recycling, remove cart vacant",Orders Issued,2026-04-29T00:00:00.000,39.1124936251981,-84.4381190358183
2353 OHIO AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Intake - New Case,2026-04-29T00:00:00.000,39.125379417424,-84.5160353642462
1621 ELMORE CT,Cincinnati,OH,Hamilton,Abandoned Vehicle Code Enforcement,JUNK VEH ON PRIVATE PROP,Closed - No Violation,2026-04-29T00:00:00.000,39.1550506565611,-84.5406960451529
3419 BIGHORN CT,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-29T00:00:00.000,39.1522720978066,-84.5831258224861
5123 GLENSHADE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-29T00:00:00.000,39.1620765503654,-84.3875809138996
4249 ST LAWRENCE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Intake - New Case,2026-04-29T00:00:00.000,39.1104921182398,-84.5911631913399
3532 HANDMAN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - Duplicate Complaint,2026-04-29T00:00:00.000,39.1169192643783,-84.4360658378633
9 BOSLEY ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.1251088969606,-84.5184816006876
2312 STRATFORD AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - Duplicate Complaint,2026-04-29T00:00:00.000,39.1255004672737,-84.5228014566882
216 ATKINSON ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.1260817214903,-84.5184460579419
3759 W LIBERTY ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-29T00:00:00.000,39.1166527232884,-84.5752490025176
255 WARNER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.124689801547,-84.5226723633801
4947 WESTERN HILLS AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.1211882097394,-84.6036696750782
2711 MONTANA AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-04-29T00:00:00.000,39.151281809076,-84.5859641084093
212 BOSLEY ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.1254515887982,-84.5185161181299
41 WHETSEL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-29T00:00:00.000,39.156648762759,-84.3938866377837
1848 BALTIMORE AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Orders Issued,2026-04-29T00:00:00.000,39.1345969577085,-84.5567926470293
19 CENTRAL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-29T00:00:00.000,39.1164239454839,-84.5234217620649
E COURT ST,Cincinnati,OH,Hamilton,Code Enforcement - Commercial Buildings,COMM CODE STANDARD,Orders Issued,2026-04-29T00:00:00.000,39.1067401318096,-84.5125507839577
2846 HARRISON AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-29T00:00:00.000,39.1444133156427,-84.5929622053913
116 LYON ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Intake - New Case,2026-04-29T00:00:00.000,39.1249646556232,-84.5265904360154
474 DAYTON ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,"Recycling, remove cart vacant",Intake - New Case,2026-04-29T00:00:00.000,39.1182898542181,-84.5265003373697
2338 FLORA ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.1262220703662,-84.5245710658123
9 ATKINSON ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-29T00:00:00.000,39.1257550250537,-84.5182815419431
55 COLERAIN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-29T00:00:00.000,39.1927709547812,-84.5717305982261
28 QUEEN CITY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-29T00:00:00.000,39.1347317173265,-84.5966412179491
6 STEINER AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-04-28T00:00:00.000,39.0895853840354,-84.5685865007642
33 YEARLING CT,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-28T00:00:00.000,39.1539505736886,-84.5754436089996
7855 DAWN RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-04-28T00:00:00.000,39.2068911931634,-84.4611864857837
3319 HILDRETH AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-28T00:00:00.000,39.1456848900182,-84.6124970871478
125 W 64TH ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-28T00:00:00.000,39.1900131921961,-84.4888949784622
2881 RIVER RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-04-28T00:00:00.000,39.088654831082,-84.5653275719876
5 BURNS ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-28T00:00:00.000,39.1019822463077,-84.5511476375013
3515 WABASH AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-28T00:00:00.000,39.1422441700802,-84.4643910158991
1538 BLAIR AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-28T00:00:00.000,39.140270503714,-84.4767776119405
3343 ARROW AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-28T00:00:00.000,39.1824166471443,-84.4222809256253
34 TRIMBLE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-28T00:00:00.000,39.1389063711437,-84.4665582453655
926 FAIRBANKS AV,Cincinnati,OH,Hamilton,Code Enforcement - Barricading Buildings,BARRICADE RESIDENTIAL,Notice of Intent Issued to Owner,2026-04-28T00:00:00.000,39.1082747686529,-84.5682654439424
2884 HARRISON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-28T00:00:00.000,39.1451275724086,-84.5943201730663
6148 RIDGE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-04-28T00:00:00.000,39.1839489725218,-84.4270866232189
4547 W MITCHELL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-28T00:00:00.000,39.170689691814,-84.5148584266137
1188 HIGHCLIFF CT,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-28T00:00:00.000,39.2108246764844,-84.5345219235539
6516 HOME CITY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-04-28T00:00:00.000,39.1123537483093,-84.6874421736754
965 GRAND AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-28T00:00:00.000,39.109083499998,-84.5612566716253
1812 KINNEY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-04-28T00:00:00.000,39.1365657483876,-84.4714544012932
2521 SEEGAR AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-28T00:00:00.000,39.1311733998207,-84.5544040098332
7641 REINHOLD DR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Litter,  private property",New,2026-04-28T00:00:00.000,39.1997978682892,-84.4536787630625
459 FLINN AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-28T00:00:00.000,39.1191523518011,-84.4353869599763
4424 W MITCHELL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-28T00:00:00.000,39.1674948667666,-84.5138001695101
6431 KENNEDY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-28T00:00:00.000,39.1874069579814,-84.4141210314576
3145 WERK RD,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,ILLEGAL LAND USE- RES STNDRD,Orders Issued,2026-04-28T00:00:00.000,39.1403824416556,-84.606261263067
34 CONSIDINE AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,TREE ON PRIV PROP STANDARD,Closed,2026-04-28T00:00:00.000,39.1110301716453,-84.5626744411943
